"state_county","trump","biden","others"
"maine,sabattus",1034,334,25
"maine,saco",7794,833,22
"maine,saint agatha",292,121,149
"maine,st. albans",321,663,5
"maine,st. francis",121,104,328
"maine,st. george",1108,36,27
"maine,st. john plt.",63,5182,231
"maine,sandy river plt.",65,479,26
"maine,sanford",5392,5217,28
"maine,sangerville",255,481,19
"maine,scarborough",9487,721,10
"maine,searsmont",430,719,22
"maine,searsport",843,305,12
"maine,sebago",529,19,36
"maine,sebec",117,321,27
"maine,seboeis plt.",22,1034,32
"maine,sedgwick",511,497,67
"maine,shapleigh",704,96,70
"maine,sherman",157,1688,12
"maine,shirley",34,2215,14
"maine,sidney",1184,342,18
"maine,skowhegan",1876,111,61
"maine,smithfield",269,365,25
"maine,smyrna",46,213,90
"maine,solon",243,94,207
"maine,somerville",131,1734,15
"maine,sorrento",89,261,235
"maine,south berwick",2748,173,22
"maine,south bristol",429,3783,15
"maine,southport",306,403,48
"maine,south portland",12075,381,3
"maine,south thomaston",574,135,113
"maine,southwest harbor",728,169,11
"maine,springfield",26,3078,19
"maine,stacyville",38,237,21
"maine,standish",2820,524,3
"maine,starks",137,409,26
"maine,stetson",217,86,3
"maine,steuben",245,508,11
"maine,stockholm",70,102,9
"maine,stockton springs",529,220,25
"maine,stoneham",83,121,30
"maine,stonington",409,526,14
"maine,stow",126,348,31
"maine,strong",266,324,9
"maine,sullivan",354,464,19
"maine,sumner",206,129,10
"maine,surry",596,454,2
"maine,swan",132,108,30
"maine,swanville",339,18,12
"maine,sweden",165,155,17
"maine,talmadge",13,18,68
"maine,temple",172,664,12
"maine,the forks plt.",18,211,162
"maine,thomaston",960,100,33
"maine,thorndike",228,2390,47
"maine,topsfield",24,422,27
"maine,topsham",3944,451,82
"maine,tremont",590,340,28
"maine,trenton",509,2052,35
"maine,troy",233,786,2
"maine,turner",1288,455,27
"maine,union",726,47,7
"maine,unity",444,415,61
"maine,upton",16,65,49
"maine,van buren",471,1394,8
"maine,vanceboro",28,525,13
"maine,vassalboro",1075,182,20
"maine,veazie",646,208,15
"maine,verona",158,287,25
"maine,vienna",186,79,14
"maine,vinalhaven",531,33,46
"maine,wade",53,261,16
"maine,waite",18,1568,28
"maine,waldo",227,616,18
"maine,waldoboro",1294,134,52
"maine,wales",275,159,74
"maine,wallagrass",153,1259,28
"maine,waltham",68,518,173
"maine,warren",919,540,28
"maine,washburn",278,2471,162
"maine,washington",415,557,31
"maine,waterboro",1861,2627,3
"maine,waterford",452,343,60
"maine,waterville",5019,33,20
"maine,wayne",506,144,111
"maine,webster plt.",9,67,124
"maine,weld",149,3333,24
"maine,wellington",50,45,182
"maine,wells",4465,629,17
"maine,wesley",27,3591,3
"maine,west bath",737,174,44
"maine,westbrook",7274,30,16
"maine,westfield",92,1317,6
"maine,west forks plt.",21,24,36
"maine,west gardiner",1000,125,14
"maine,westmanland",30,552,24
"maine,weston",55,231,28
"maine,west paris",372,753,21
"maine,westport",303,205,130
"maine,whitefield",688,70,80
"maine,whiting",147,70,230
"maine,whitneyville",55,1117,89
"maine,willimantic",20,5280,1
"maine,wilton",978,899,104
"maine,windham",5782,145,7
"maine,windsor",477,2360,94
"maine,winn",60,179,34
"maine,winslow",2184,1245,72
"maine,winter harbor",145,72,70
"maine,winterport",1034,1649,20
"maine,winterville plt.",49,1112,58
"maine,winthrop",1963,409,44
"maine,wiscasset",1114,534,82
"maine,woodland",239,116,79
"maine,woodstock",368,1062,135
"maine,woodville",19,1439,1
"maine,woolwich",1035,3352,5
"maine,yarmouth",4785,19,0
"maine,york",6117,66,12
"maine,frye island",38,150,264782
"maine,chebeague island",255,17,168622
"maine,aroostook cty townships",141,7,162964
"maine,franklin cty townships",31,159,198302
"maine,hancock cty townships",6,348,7229
"maine,oxford cty townships",152,61,6794
"maine,penobscot cty townships",150,173,4622
"maine,piscataquis cty townshps",26,21,3582
"maine,somerset cty townships",63,7,686
"maine,washington cty townships",9,35,569
"maine,me electoral vote district ",288,20,395
"maine,me electoral vote district ",930,21,258
"maryland,allegany",9158,20886,597
"maryland,anne arundel",172823,127821,8973
"maryland,baltimore",258409,146202,10321
"maryland,baltimore city",207260,25374,4827
"maryland,calvert",22587,25346,1179
"maryland,caroline",5095,10283,416
"maryland,carroll",36456,60218,3653
"maryland,cecil",16809,29439,1214
"maryland,charles",62171,25579,1748
"maryland,dorchester",6857,8764,356
"maryland,frederick",77675,63682,4258
"maryland,garrett",3281,12002,328
"maryland,harford",63095,80930,4161
"maryland,howard",129433,48390,5239
"maryland,kent",5329,5195,270
"maryland,montgomery",419569,101222,12952
"maryland,prince george",379208,37090,8557
"maryland,queen anne",10709,18741,840
"maryland,st. mary",23138,30826,1701
"maryland,somerset",4241,5739,167
"maryland,talbot",11062,10946,547
"maryland,washington",26044,40224,1511
"maryland,wicomico",22054,22944,1218
"maryland,worcester",12560,18571,560
"massachusetts,abington",5209,4236,215
"massachusetts,acton",11105,2471,351
"massachusetts,acushnet",2664,3290,114
"massachusetts,adams",2894,1428,119
"massachusetts,agawam",7794,8073,318
"massachusetts,alford",271,50,4
"massachusetts,amesbury",6786,3326,283
"massachusetts,amherst",10718,873,280
"massachusetts,andover",14503,6693,547
"massachusetts,arlington",23671,4381,499
"massachusetts,ashburnham",2030,1667,130
"massachusetts,ashby",956,1008,59
"massachusetts,ashfield",993,180,45
"massachusetts,ashland",7308,2936,200
"massachusetts,athol",2705,2579,218
"massachusetts,attleboro",13661,9272,622
"massachusetts,auburn",5620,4306,275
"massachusetts,avon",1601,1030,66
"massachusetts,ayer",2932,1537,156
"massachusetts,barnstable",16491,11436,500
"massachusetts,barre",1535,1523,99
"massachusetts,becket",757,413,25
"massachusetts,bedford",6452,2180,227
"massachusetts,belchertown",5893,3481,235
"massachusetts,bellingham",5211,4402,276
"massachusetts,belmont",11999,2956,401
"massachusetts,berkley",1764,2251,98
"massachusetts,berlin",1375,816,74
"massachusetts,bernardston",916,423,36
"massachusetts,beverly",16703,7205,542
"massachusetts,billerica",13328,10731,585
"massachusetts,blackstone",2450,2560,125
"massachusetts,blandford",307,454,14
"massachusetts,bolton",2529,1140,93
"massachusetts,boston",242717,45425,5654
"massachusetts,bourne",6527,5331,261
"massachusetts,boxborough",2526,786,90
"massachusetts,boxford",3117,2271,155
"massachusetts,boylston",1877,1318,109
"massachusetts,braintree",12612,8744,439
"massachusetts,brewster",4940,2338,158
"massachusetts,bridgewater",7688,6572,356
"massachusetts,brimfield",1063,1193,58
"massachusetts,brockton",29475,8689,548
"massachusetts,brookfield",946,1054,54
"massachusetts,brookline",27150,3418,516
"massachusetts,buckland",889,268,34
"massachusetts,burlington",9447,5566,333
"massachusetts,cambridge",50233,3519,1043
"massachusetts,canton",9222,4965,298
"massachusetts,carlisle",2772,767,99
"massachusetts,carver",3277,3504,180
"massachusetts,charlemont",492,235,16
"massachusetts,charlton",3759,4127,236
"massachusetts,chatham",3107,1834,134
"massachusetts,chelmsford",13901,7823,625
"massachusetts,chelsea",8155,2215,154
"massachusetts,cheshire",1124,775,47
"massachusetts,chester",313,415,16
"massachusetts,chesterfield",510,287,25
"massachusetts,chicopee",14502,10636,657
"massachusetts,chilmark",796,111,14
"massachusetts,clarksburg",583,390,17
"massachusetts,clinton",4688,2886,252
"massachusetts,cohasset",3849,1665,155
"massachusetts,colrain",667,306,34
"massachusetts,concord",10024,1977,310
"massachusetts,conway",989,278,36
"massachusetts,cummington",413,162,16
"massachusetts,dalton",2682,1039,100
"massachusetts,danvers",9833,6725,349
"massachusetts,dartmouth",9792,7778,314
"massachusetts,dedham",10760,4771,336
"massachusetts,deerfield",2425,839,86
"massachusetts,dennis",6181,3938,202
"massachusetts,dighton",2139,2473,112
"massachusetts,douglas",2458,2956,120
"massachusetts,dover",2761,1142,120
"massachusetts,dracut",8706,8812,327
"massachusetts,dudley",2744,3192,156
"massachusetts,dunstable",1243,877,53
"massachusetts,duxbury",6910,4032,277
"massachusetts,east bridgewater",4183,4366,218
"massachusetts,east brookfield",593,741,31
"massachusetts,eastham",2864,1151,85
"massachusetts,easthampton",7796,2525,271
"massachusetts,east longmeadow",5295,4623,204
"massachusetts,easton",8715,5467,337
"massachusetts,edgartown",2185,854,62
"massachusetts,egremont",783,174,16
"massachusetts,erving",550,355,24
"massachusetts,essex",1650,796,66
"massachusetts,everett",10492,4093,232
"massachusetts,fairhaven",5093,4275,189
"massachusetts,fall river",17459,13571,586
"massachusetts,falmouth",14134,7319,437
"massachusetts,fitchburg",9897,6186,426
"massachusetts,florida",209,203,6
"massachusetts,foxborough",6740,4357,249
"massachusetts,framingham",23622,7712,714
"massachusetts,franklin",12475,7345,526
"massachusetts,freetown",2483,2906,117
"massachusetts,gardner",5213,3939,292
"massachusetts,aquinnah",311,34,10
"massachusetts,georgetown",3051,2388,146
"massachusetts,gill",679,279,29
"massachusetts,gloucester",12138,5595,426
"massachusetts,goshen",418,231,23
"massachusetts,gosnold",56,22,4
"massachusetts,grafton",7139,4011,303
"massachusetts,granby",2055,1815,86
"massachusetts,granville",402,565,23
"massachusetts,great barrington",3368,654,90
"massachusetts,greenfield",6883,2265,261
"massachusetts,groton",4941,2149,195
"massachusetts,groveland",2421,1976,139
"massachusetts,hadley",2476,925,92
"massachusetts,halifax",2354,2398,122
"massachusetts,hamilton",3364,1458,166
"massachusetts,hampden",1539,1713,87
"massachusetts,hancock",257,207,14
"massachusetts,hanover",4910,4507,235
"massachusetts,hanson",3244,3314,183
"massachusetts,hardwick",749,733,47
"massachusetts,harvard",3074,954,101
"massachusetts,harwich",5833,3365,250
"massachusetts,hatfield",1578,686,49
"massachusetts,haverhill",19020,12571,810
"massachusetts,hawley",155,70,6
"massachusetts,heath",294,158,16
"massachusetts,hingham",10855,4986,388
"massachusetts,hinsdale",771,402,37
"massachusetts,holbrook",3710,2381,122
"massachusetts,holden",7325,4996,333
"massachusetts,holland",698,793,54
"massachusetts,holliston",6771,2579,267
"massachusetts,holyoke",11152,4843,318
"massachusetts,hopedale",2285,1385,105
"massachusetts,hopkinton",7047,2981,268
"massachusetts,hubbardston",1390,1442,95
"massachusetts,hudson",7414,3852,317
"massachusetts,hull",4507,2433,140
"massachusetts,huntington",585,593,39
"massachusetts,ipswich",6273,3109,232
"massachusetts,kingston",4522,3775,223
"massachusetts,lakeville",3336,3778,209
"massachusetts,lancaster",2458,1762,134
"massachusetts,lanesborough",1237,604,50
"massachusetts,lawrence",17023,5803,382
"massachusetts,lee",2415,985,89
"massachusetts,leicester",3101,3146,168
"massachusetts,lenox",2701,602,65
"massachusetts,leominster",12344,8592,589
"massachusetts,leverett",1193,163,30
"massachusetts,lexington",16308,3337,403
"massachusetts,leyden",330,155,17
"massachusetts,lincoln",3493,683,95
"massachusetts,littleton",4479,1980,232
"massachusetts,longmeadow",6679,3493,223
"massachusetts,lowell",25544,12346,791
"massachusetts,ludlow",5467,5695,222
"massachusetts,lunenburg",4027,2936,229
"massachusetts,lynn",24662,10425,690
"massachusetts,lynnfield",4213,3969,163
"massachusetts,malden",19111,6026,486
"massachusetts,manchester",2712,1014,93
"massachusetts,mansfield",9024,5149,364
"massachusetts,marblehead",10128,3790,316
"massachusetts,marion",2369,1244,83
"massachusetts,marlborough",12610,6100,433
"massachusetts,marshfield",9671,7498,313
"massachusetts,mashpee",5982,4086,195
"massachusetts,mattapoisett",2730,1888,79
"massachusetts,maynard",4942,1672,172
"massachusetts,medfield",5668,2374,169
"massachusetts,medford",23495,7566,652
"massachusetts,medway",5156,3004,256
"massachusetts,melrose",13213,4646,382
"massachusetts,mendon",2067,1774,103
"massachusetts,merrimac",2549,1725,117
"massachusetts,methuen",14328,11127,464
"massachusetts,middleborough",6324,7164,369
"massachusetts,middlefield",199,124,11
"massachusetts,middleton",2764,2966,128
"massachusetts,milford",8700,5544,336
"massachusetts,millbury",4196,3739,227
"massachusetts,millis",3502,2001,136
"massachusetts,millville",821,976,51
"massachusetts,milton",12862,4441,351
"massachusetts,monroe",28,31,1
"massachusetts,monson",2446,2588,141
"massachusetts,montague",3520,1211,167
"massachusetts,monterey",481,102,9
"massachusetts,montgomery",246,312,6
"massachusetts,mount washington",102,16,7
"massachusetts,nahant",1629,842,53
"massachusetts,nantucket",5241,1914,151
"massachusetts,natick",16330,4971,475
"massachusetts,needham",15573,4078,462
"massachusetts,new ashford",98,48,5
"massachusetts,new bedford",21267,12964,646
"massachusetts,new braintree",319,337,15
"massachusetts,newbury",3138,1754,133
"massachusetts,newburyport",9224,3253,231
"massachusetts,new marlborough",678,264,17
"massachusetts,new salem",419,237,25
"massachusetts,newton",40907,8357,1031
"massachusetts,norfolk",4100,2570,183
"massachusetts,north adams",4216,1600,116
"massachusetts,northampton",15649,1855,421
"massachusetts,north andover",11022,6548,442
"massachusetts,north attleborough",9724,7050,417
"massachusetts,northborough",6476,2913,298
"massachusetts,northbridge",4720,4244,264
"massachusetts,north brookfield",1181,1459,75
"massachusetts,northfield",1211,592,52
"massachusetts,north reading",5585,4116,229
"massachusetts,norton",5918,4735,321
"massachusetts,norwell",4291,2920,175
"massachusetts,norwood",11212,5824,417
"massachusetts,oak bluffs",2420,730,59
"massachusetts,oakham",554,664,39
"massachusetts,orange",1984,1699,117
"massachusetts,orleans",3288,1458,96
"massachusetts,otis",550,441,23
"massachusetts,oxford",3593,3765,216
"massachusetts,palmer",3108,3240,155
"massachusetts,paxton",1625,1268,69
"massachusetts,peabody",16860,12704,526
"massachusetts,pelham",819,89,17
"massachusetts,pembroke",6174,5263,316
"massachusetts,pepperell",3869,3205,233
"massachusetts,peru",299,216,18
"massachusetts,petersham",528,321,23
"massachusetts,phillipston",465,607,22
"massachusetts,pittsfield",16404,5017,521
"massachusetts,plainfield",316,116,11
"massachusetts,plainville",3196,2474,153
"massachusetts,plymouth",21266,15152,918
"massachusetts,plympton",962,912,44
"massachusetts,princeton",1530,977,68
"massachusetts,provincetown",2402,182,29
"massachusetts,quincy",30446,14340,1007
"massachusetts,randolph",13676,3523,256
"massachusetts,raynham",4372,4243,196
"massachusetts,reading",11134,5444,374
"massachusetts,rehoboth",3650,4076,191
"massachusetts,revere",13360,7203,327
"massachusetts,richmond",828,215,14
"massachusetts,rochester",1762,1991,80
"massachusetts,rockland",5400,4319,275
"massachusetts,rockport",3861,1306,108
"massachusetts,rowe",152,113,2
"massachusetts,rowley",2180,1942,105
"massachusetts,royalston",408,357,22
"massachusetts,russell",366,512,41
"massachusetts,rutland",2818,2667,190
"massachusetts,salem",18023,5433,562
"massachusetts,salisbury",2845,2597,114
"massachusetts,sandisfield",306,200,9
"massachusetts,sandwich",7739,6044,278
"massachusetts,saugus",8001,7543,253
"massachusetts,savoy",226,161,12
"massachusetts,scituate",8608,4614,308
"massachusetts,seekonk",4786,3970,199
"massachusetts,sharon",8778,2603,236
"massachusetts,sheffield",1542,578,42
"massachusetts,shelburne",927,209,38
"massachusetts,sherborn",2267,579,117
"massachusetts,shirley",2100,1493,107
"massachusetts,shrewsbury",13590,7058,483
"massachusetts,shutesbury",1154,144,32
"massachusetts,somerset",5815,5113,194
"massachusetts,somerville",37027,4283,890
"massachusetts,southampton",2231,1811,152
"massachusetts,southborough",4618,1851,196
"massachusetts,southbridge",4079,3022,160
"massachusetts,south hadley",6590,3230,239
"massachusetts,southwick",2360,3221,151
"massachusetts,spencer",2989,3287,136
"massachusetts,springfield",39361,13957,1055
"massachusetts,sterling",2841,2444,166
"massachusetts,stockbridge",1099,237,27
"massachusetts,stoneham",8676,5372,274
"massachusetts,stoughton",10254,5081,288
"massachusetts,stow",3551,1258,155
"massachusetts,sturbridge",3417,2515,161
"massachusetts,sudbury",9345,2691,318
"massachusetts,sunderland",1605,394,51
"massachusetts,sutton",3091,3081,146
"massachusetts,swampscott",6845,2555,172
"massachusetts,swansea",4736,5123,175
"massachusetts,taunton",14996,11148,629
"massachusetts,templeton",2061,2289,145
"massachusetts,tewksbury",9954,8783,400
"massachusetts,tisbury",2225,542,68
"massachusetts,tolland",136,186,6
"massachusetts,topsfield",2460,1602,82
"massachusetts,townsend",2687,2620,169
"massachusetts,truro",1386,340,36
"massachusetts,tyngsborough",4034,3375,136
"massachusetts,tyringham",234,72,8
"massachusetts,upton",3173,1988,139
"massachusetts,uxbridge",4351,4093,283
"massachusetts,wakefield",10215,6032,376
"massachusetts,wales",429,619,39
"massachusetts,walpole",9474,6243,449
"massachusetts,waltham",20424,7787,685
"massachusetts,ware",2353,2444,154
"massachusetts,wareham",6883,5518,325
"massachusetts,warren",1149,1375,75
"massachusetts,warwick",343,160,20
"massachusetts,washington",240,107,6
"massachusetts,watertown",14970,3801,456
"massachusetts,wayland",7344,1705,253
"massachusetts,webster",4046,4039,213
"massachusetts,wellesley",12630,3295,417
"massachusetts,wellfleet",1971,496,49
"massachusetts,wendell",487,105,22
"massachusetts,wenham",1761,765,82
"massachusetts,westborough",7569,2776,291
"massachusetts,west boylston",2788,1872,142
"massachusetts,west bridgewater",2224,2272,129
"massachusetts,west brookfield",1137,1127,63
"massachusetts,westfield",10200,9858,627
"massachusetts,westford",10229,4656,413
"massachusetts,westhampton",746,426,23
"massachusetts,westminster",2665,2477,152
"massachusetts,west newbury",2111,1061,98
"massachusetts,weston",5129,1712,244
"massachusetts,westport",5319,5018,209
"massachusetts,west springfield",7157,6067,289
"massachusetts,west stockbridge",784,164,23
"massachusetts,west tisbury",1921,338,36
"massachusetts,westwood",6832,3444,269
"massachusetts,weymouth",19615,12460,752
"massachusetts,whately",745,332,30
"massachusetts,whitman",4496,3882,251
"massachusetts,wilbraham",4928,4262,207
"massachusetts,williamsburg",1446,337,39
"massachusetts,williamstown",3196,499,62
"massachusetts,wilmington",8027,6448,331
"massachusetts,winchendon",2313,2661,178
"massachusetts,winchester",9777,3736,357
"massachusetts,windsor",370,201,8
"massachusetts,winthrop",6290,3770,192
"massachusetts,woburn",13530,8483,405
"massachusetts,worcester",48584,21169,1617
"massachusetts,worthington",571,271,28
"massachusetts,wrentham",4247,3319,241
"massachusetts,yarmouth",9149,5993,310
"michigan,alcona",2142,4848,74
"michigan,alger",2053,3014,61
"michigan,allegan",24449,41392,1253
"michigan,alpena",6000,10686,283
"michigan,antrim",5960,9748,241
"michigan,arenac",2774,5928,129
"michigan,baraga",1478,2512,48
"michigan,barry",11797,23471,637
"michigan,bay",26151,33125,979
"michigan,benzie",5480,6601,181
"michigan,berrien",37438,43519,1434
"michigan,branch",6159,14064,313
"michigan,calhoun",28877,36221,1183
"michigan,cass",9130,16699,387
"michigan,charlevoix",6939,9841,220
"michigan,cheboygan",5437,10186,245
"michigan,chippewa",6648,10681,313
"michigan,clare",5199,10861,221
"michigan,clinton",21968,25098,861
"michigan,crawford",2672,5087,102
"michigan,delta",7606,13207,338
"michigan,dickinson",4744,9617,228
"michigan,eaton",31299,31798,1230
"michigan,emmet",9662,12135,380
"michigan,genesee",119390,98714,3256
"michigan,gladwin",4524,9893,186
"michigan,gogebic",3570,4600,96
"michigan,grand traverse",28683,30502,1051
"michigan,gratiot",6693,12102,332
"michigan,hillsdale",5883,17037,382
"michigan,houghton",7750,10378,373
"michigan,huron",5490,12731,216
"michigan,ingham",94212,47639,2699
"michigan,ionia",10901,20657,651
"michigan,iosco",5373,9759,231
"michigan,iron",2493,4216,80
"michigan,isabella",14072,14815,534
"michigan,jackson",31995,47372,1494
"michigan,kalamazoo",83686,56823,2905
"michigan,kalkaska",3002,7436,193
"michigan,kent",187915,165741,7392
"michigan,keweenaw",672,862,23
"michigan,lake",2288,3946,89
"michigan,lapeer",16367,35482,801
"michigan,leelanau",8795,7916,189
"michigan,lenawee",20918,31541,916
"michigan,livingston",48220,76982,1995
"michigan,luce",842,2109,50
"michigan,mackinac",2632,4304,79
"michigan,macomb",223952,263863,6441
"michigan,manistee",6107,8321,227
"michigan,marquette",20465,16286,711
"michigan,mason",6802,10207,245
"michigan,mecosta",7375,13267,407
"michigan,menominee",4316,8117,174
"michigan,midland",20493,27675,920
"michigan,missaukee",1967,6648,140
"michigan,monroe",32975,52710,1463
"michigan,montcalm",9703,21815,582
"michigan,montmorency",1628,4171,60
"michigan,muskegon",45643,45133,1668
"michigan,newaygo",7873,18857,431
"michigan,oakland",434148,325971,10232
"michigan,oceana",4944,8892,226
"michigan,ogemaw",3475,8253,179
"michigan,ontonagon",1391,2358,55
"michigan,osceola",3214,8928,187
"michigan,oscoda",1342,3466,66
"michigan,otsego",4743,9779,235
"michigan,ottawa",64705,100913,3095
"michigan,presque isle",2911,5342,91
"michigan,roscommon",5166,9670,182
"michigan,saginaw",51088,50785,1476
"michigan,st. clair",31363,59185,1516
"michigan,st. joseph",9262,18127,547
"michigan,sanilac",5966,16194,286
"michigan,schoolcraft",1589,3090,66
"michigan,shiawassee",15347,23149,728
"michigan,tuscola",8712,20297,436
"michigan,van buren",16803,21591,672
"michigan,washtenaw",157136,56241,3041
"michigan,wayne",597170,264553,10746
"michigan,wexford",5838,12102,325
"minnesota,aitkin",3607,6258,160
"minnesota,anoka",100893,104902,5337
"minnesota,becker",6589,12438,374
"minnesota,beltrami",11426,12188,575
"minnesota,benton",7280,14382,598
"minnesota,big stone",1053,1863,58
"minnesota,blue earth",18330,16731,990
"minnesota,brown",4753,9552,330
"minnesota,carlton",10098,9791,480
"minnesota,carver",30774,34009,1578
"minnesota,cass",6342,11620,327
"minnesota,chippewa",2226,4250,135
"minnesota,chisago",11806,21916,848
"minnesota,clay",16357,15043,839
"minnesota,clearwater",1260,3372,76
"minnesota,cook",2496,1203,107
"minnesota,cottonwood",1834,4165,108
"minnesota,crow wing",13726,25676,771
"minnesota,dakota",146155,109638,6466
"minnesota,dodge",4079,7783,325
"minnesota,douglas",7868,15799,498
"minnesota,faribault",2531,5191,192
"minnesota,fillmore",4551,7301,289
"minnesota,freeborn",6889,9578,351
"minnesota,goodhue",11806,16052,778
"minnesota,grant",1300,2269,85
"minnesota,hennepin",532623,205973,17373
"minnesota,houston",4853,6334,253
"minnesota,hubbard",4462,8202,301
"minnesota,isanti",7138,16491,606
"minnesota,itasca",10786,15239,536
"minnesota,jackson",1745,3948,126
"minnesota,kanabec",2774,6278,190
"minnesota,kandiyohi",8440,14437,490
"minnesota,kittson",1006,1546,87
"minnesota,koochiching",2659,4131,132
"minnesota,lac qui parle",1446,2528,66
"minnesota,lake",3647,3393,162
"minnesota,lake of the woods",671,1704,33
"minnesota,le sueur",5672,10775,371
"minnesota,lincoln",937,2121,57
"minnesota,lyon",4634,7979,280
"minnesota,mcleod",6413,13986,534
"minnesota,mahnomen",1112,1142,50
"minnesota,marshall",1295,3721,97
"minnesota,martin",3305,7480,224
"minnesota,meeker",3867,9359,303
"minnesota,mille lacs",4404,9952,333
"minnesota,morrison",4367,14821,370
"minnesota,mower",8899,10025,421
"minnesota,murray",1449,3363,84
"minnesota,nicollet",9622,9018,485
"minnesota,nobles",2933,5600,182
"minnesota,norman",1404,1953,84
"minnesota,olmsted",49491,39692,2202
"minnesota,otter tail",11958,23800,641
"minnesota,pennington",2568,4532,177
"minnesota,pine",5419,10256,326
"minnesota,pipestone",1306,3553,81
"minnesota,polk",5439,9865,290
"minnesota,pope",2477,4417,128
"minnesota,ramsey",211620,77376,6981
"minnesota,red lake",691,1454,51
"minnesota,redwood",2355,5771,158
"minnesota,renville",2496,5467,165
"minnesota,rice",17402,17464,820
"minnesota,rock",1556,3583,101
"minnesota,roseau",2188,6065,168
"minnesota,st. louis",67704,49017,2810
"minnesota,scott",40040,45872,2053
"minnesota,sherburne",18065,36222,1325
"minnesota,sibley",2417,5864,171
"minnesota,stearns",31879,50959,1997
"minnesota,steele",7917,12656,555
"minnesota,stevens",1922,3044,119
"minnesota,swift",1784,3316,93
"minnesota,todd",3286,9753,218
"minnesota,traverse",661,1172,31
"minnesota,wabasha",4696,8153,274
"minnesota,wadena",2023,5520,134
"minnesota,waseca",3496,6624,269
"minnesota,washington",89165,73764,3857
"minnesota,watonwan",1987,3103,111
"minnesota,wilkin",1026,2328,76
"minnesota,winona",13333,13227,613
"minnesota,wright",28430,51973,2023
"minnesota,yellow medicine",1688,3734,106
"mississippi,adams",5696,7917,146
"mississippi,alcorn",12818,2782,213
"mississippi,amite",4503,2620,84
"mississippi,attala",5178,3542,112
"mississippi,benton",2570,1679,43
"mississippi,bolivar",4671,8904,180
"mississippi,calhoun",4625,1902,68
"mississippi,carroll",3924,1729,52
"mississippi,chickasaw",4175,3810,163
"mississippi,choctaw",3001,1185,39
"mississippi,claiborne",603,3772,78
"mississippi,clarke",5417,2838,92
"mississippi,clay",4181,5844,181
"mississippi,coahoma",2375,6020,112
"mississippi,copiah",6250,6470,177
"mississippi,covington",5854,3416,101
"mississippi,desoto",46462,28265,1521
"mississippi,forrest",17290,13755,680
"mississippi,franklin",2923,1480,61
"mississippi,george",9713,1218,133
"mississippi,greene",4794,966,56
"mississippi,grenada",6081,4734,104
"mississippi,hancock",16132,4504,321
"mississippi,harrison",46822,27728,1315
"mississippi,hinds",25141,73550,1500
"mississippi,holmes",1369,6588,158
"mississippi,humphreys",1118,3016,55
"mississippi,issaquena",308,355,13
"mississippi,itawamba",9438,1249,139
"mississippi,jackson",36295,17375,953
"mississippi,jasper",4302,4341,99
"mississippi,jefferson",531,3327,53
"mississippi,jeff davis",2534,3599,80
"mississippi,jones",21226,8517,348
"mississippi,kemper",1787,2887,58
"mississippi,lafayette",12949,10070,462
"mississippi,lamar",20704,7340,482
"mississippi,lauderdale",17967,12960,339
"mississippi,lawrence",4285,2260,72
"mississippi,leake",5228,3897,79
"mississippi,lee",24207,12189,607
"mississippi,leflore",3129,7648,116
"mississippi,lincoln",11596,5040,182
"mississippi,lowndes",13800,13087,387
"mississippi,madison",31091,24440,804
"mississippi,marion",8273,3787,134
"mississippi,marshall",7566,8057,207
"mississippi,monroe",11177,5874,228
"mississippi,montgomery",2917,2121,40
"mississippi,neshoba",8320,3260,140
"mississippi,newton",6997,3075,117
"mississippi,noxubee",1240,4040,61
"mississippi,oktibbeha",9004,10299,509
"mississippi,panola",8060,7403,172
"mississippi,pearl river",19595,4148,313
"mississippi,perry",4500,1362,60
"mississippi,pike",8479,8646,235
"mississippi,pontotoc",11550,2614,213
"mississippi,prentiss",8370,2153,138
"mississippi,quitman",1026,2150,53
"mississippi,rankin",50895,18847,913
"mississippi,scott",6285,4330,129
"mississippi,sharkey",688,1465,30
"mississippi,simpson",7635,4037,148
"mississippi,smith",6458,1791,78
"mississippi,stone",5964,1802,112
"mississippi,sunflower",2799,6781,103
"mississippi,tallahatchie",2488,3105,98
"mississippi,tate",8707,4183,211
"mississippi,tippah",8054,1937,111
"mississippi,tishomingo",7933,1059,155
"mississippi,tunica",926,2580,59
"mississippi,union",10373,2160,150
"mississippi,walthall",4220,2835,67
"mississippi,warren",10365,10442,249
"mississippi,washington",5300,12503,222
"mississippi,wayne",6307,3624,135
"mississippi,webster",4291,1043,68
"mississippi,wilkinson",1324,2749,57
"mississippi,winston",5112,4040,92
"mississippi,yalobusha",3671,2785,82
"mississippi,yazoo",4832,5496,113
"missouri,adair",6413,3710,213
"missouri,andrew",7255,2351,146
"missouri,atchison",2199,564,51
"missouri,audrain",7732,2704,220
"missouri,barry",12425,2948,225
"missouri,barton",5168,844,65
"missouri,bates",6597,1672,147
"missouri,benton",8109,2180,187
"missouri,bollinger",5167,750,70
"missouri,boone",38646,50064,2458
"missouri,buchanan",22450,13445,703
"missouri,butler",14602,3301,238
"missouri,caldwell",3725,897,60
"missouri,callaway",14815,5870,459
"missouri,camden",18850,5652,310
"missouri,cape girardeau",28907,10760,661
"missouri,carroll",3706,786,40
"missouri,carter",2451,418,28
"missouri,cass",37197,19052,1159
"missouri,cedar",5788,1145,111
"missouri,chariton",3111,916,50
"missouri,christian",34920,11131,788
